text_snippet,true_stars,pred_stars,explanation,json_valid,raw_response,latency_ms,error,prompt_type
"Super veggie pizza. Steve, is always totally friendly. Solid Craft Beer Selection with 10 or so taps.  Why don't they make their apps?..Music is good as well  but they usually have the same groups.  One of my favs in the (51) Corridor.",5,4,"The reviewer enjoyed the food, service, and atmosphere, but had a minor complaint about the app.",True,"{""stars"": 4, ""explanation"": ""The reviewer enjoyed the food, service, and atmosphere, but had a minor complaint about the app.""}",2370.08,,zero_shot
"In line to get my CES badge for the show, the line went pretty fast !",4,5,The reviewer was extremely satisfied with the efficiency of the badge pickup process.,True,"{""stars"": 5, ""explanation"": ""The reviewer was extremely satisfied with the efficiency of the badge pickup process.""}",1296.91,,zero_shot
"SO GOOD.  Large menu of \""regular\"" hotdogs, specialty dogs (Angry Kimchi Dog!!), and rice bowls.  My Angry Kimchi Dog was fantastic and had generous amounts of bulgogi and kimchi sitting on top of the actual hotdog.  Party in my mouth.  \n\nFun atmosphere and helpful staff = enjoyable dining experience.  Everything on the menu is under $5.  Portions are generous but everything is so yummy that it's not hard to eat everything yourself.  :)",5,5,"The reviewer had a fantastic dining experience with a fun atmosphere, helpful staff, and generous portions of delicious food at affordable prices.",True,"{""stars"": 5, ""explanation"": ""The reviewer had a fantastic dining experience with a fun atmosphere, helpful staff, and generous portions of delicious food at affordable prices.""}",3450.33,,zero_shot
"Had a nice dinner, but the manager was a complete asshole! I broke my kneecap about a month ago and this was my first time out. I'm still in a leg brace. I had just gotten settled in a booth with my leg elevated. I forgot that my cane was sitting just beside the booth, and the manager came by, picked it up, and berated us for leaving it sitting next to the booth!  He said someone could have tripped and fallen and broken their leg. Ummmm, hello!? You're in the service industry. Couldn't you have politely just said, do you mind if I move this out of the way? Or if you had given us one minute, it would have been moved. After he walked away, the entire table commented on what a jerk he had been. His tone was offensive. I gave the waitress a BIG tip for having to deal with him as a boss!!!",3,1,"The reviewer had a poor experience due to the manager's rude and condescending behavior, overshadowing the quality of the dinner.",True,"{""stars"": 1, ""explanation"": ""The reviewer had a poor experience due to the manager's rude and condescending behavior, overshadowing the quality of the dinner.""}",3491.65,,zero_shot
Absolute worst service ever. We were completely lied to several times by the company. We paid money for nothing to be done. They stated they would come back out twice and never did. Avoid this company at all costs! Should definitely not be called Speedy Air. The one time they did show up they were 2 hours past the allotted time given.,1,1,"The reviewer had a completely negative experience with the company, citing lies, unfulfilled promises, and poor communication.",True,"{""stars"": 1, ""explanation"": ""The reviewer had a completely negative experience with the company, citing lies, unfulfilled promises, and poor communication.""}",2326.46,,zero_shot
"95% of the time it's clean in here.  I like to eat in here from time to time. It's the second nicest McDonald's on this side of city.  Food is sometimes hot, I ALWAYS check my FOOD.  Make sure it's right before I leave.",3,4,"The reviewer is generally satisfied with the cleanliness and food quality, but mentions some inconsistencies.",True,"{""stars"": 4, ""explanation"": ""The reviewer is generally satisfied with the cleanliness and food quality, but mentions some inconsistencies.""}",2322.92,,zero_shot
"I visited the all-you can eat buffet Cuban adjacent to the restaurant.  I believe it doubles as a lounge after hour. (The stage, dj booth and large speaker are a dead give away.)  \n\nThe location is kind of out of the way.  Their sister restaurant (Havana Grill) is much more convenient.  The restaurant is located in the Howard Johnson Motel in the sketchy stretch of Las Vegas Boulevard that no one ever talks about (north of the Stratosphere).  I only went  because I had a Groupon. \n\nThe Good:  the arroz con pollo and tres leches cakes (chocolate and traditional) are very good.  The staff was friendly.\n\nThe Bad: pretty much everything else.  Be careful when grabbing the serving spoons, some were hot enough to burn and some were cold just like the food in the trey.  So a lot of the meat was dry from sitting at too hot of a temperature or was cold because it was not held at proper temp.\n\nI doubt I'll be back even if there were another  Groupon, unless I have an insatiable urge for tres leches cake.",2,2,"The reviewer found some positive aspects, such as the arroz con pollo and tres leches cakes, but was disappointed with the majority of the experience.",True,"{""stars"": 2, ""explanation"": ""The reviewer found some positive aspects, such as the arroz con pollo and tres leches cakes, but was disappointed with the majority of the experience.""}",4419.35,,zero_shot
"Ordered 12 chicken wings and fries  for pick up.  Upon arriving at home, there were only 8 wings.  Called in and server was apologetic for placing wrong order.  Manager offered to make another 4 wings and for us to drive back to pick it up again, duuuuuh... Why would I drive all the way back for 4 wings???  I requested delivery or credit for next purchase.  \n\nAlthough food was good, especially the fries, the manager was rude, unprofessional and confrontational.  When asking how he can compensate, I said he need to start by changing his tone when speaking to customer.  We all have bad day once in a while, but know your place when working in customer facing business.  Manager said he would credit back in 48 hours.  I would rate food as a 4, customer service however is poor at best.",2,2,The reviewer was satisfied with the food but had a poor experience with customer service due to a rude and unprofessional manager.,True,"{""stars"": 2, ""explanation"": ""The reviewer was satisfied with the food but had a poor experience with customer service due to a rude and unprofessional manager.""}",4446.84,,zero_shot
I heard that this restaurant is closing soon. So my coworkers and I went to try it out. Their lunch menu has excellent selections. You can either go with their entrees or there's an option to choose 2 or 3 of their entrees in a single dish. The service is exceptional as well. Definitely one of Champaign's best.,4,5,"The reviewer highly praises the restaurant's menu and service, calling it one of Champaign's best.",True,"{""stars"": 5, ""explanation"": ""The reviewer highly praises the restaurant's menu and service, calling it one of Champaign's best.""}",2362.94,,zero_shot
"MONEY MONEY MONEY GIVE US MONEY\n\nThere's not even a single cross at this place. It's more like a casino for adults, the house always wins.",1,1,"The reviewer strongly dislikes the establishment, comparing it unfavorably to a casino where the house always wins.",True,"{""stars"": 1, ""explanation"": ""The reviewer strongly dislikes the establishment, comparing it unfavorably to a casino where the house always wins.""}",1449.38,,zero_shot
I hate this place. It is way too small. You can't move a MUSCLE. They let too many people in. Just stay downstairs and order some food. Seriously.,1,1,The reviewer strongly dislikes the establishment due to its small size and overcrowding.,True,"{""stars"": 1, ""explanation"": ""The reviewer strongly dislikes the establishment due to its small size and overcrowding.""}",2489.39,,zero_shot
"I thought I had reviewed this shop before but I'm glad I waited. My prior impression was of a long wait for an average burger but after a few months, I'm starting to make this my go to spot. One would think with In-n-Out right within a short drive, that would be the go to place. But I've never been real fond of InNOut. \n\nThe reason that Wimpys is growing on me is the burger is distinctive,flavorful and filling. I'm still having flashbacks of yesterday's Pastrami Burger. Their fries are good too! The bag is so huge I'm convinced that it's impossible to eat the whole damned meal. I still need to try out other specialty items on the menu. \n\nI noticed that they now serve breakfast too. Not skimpy stuff but real hash browns, etc. \n\nI think if Wimpys learns to convey that their food is worth waiting for, they'd probably have more satisfied customers. If you remember the Wimpy in the cartoon, he wasn't going through the Drive-thru. This ain't McDonalds; bland and salted unhappy meals. Some things are worth waiting for.",4,4,"The reviewer enjoys Wimpys' distinctive, flavorful burgers and fries, but notes that long wait times may deter some customers.",True,"{""stars"": 4, ""explanation"": ""The reviewer enjoys Wimpys' distinctive, flavorful burgers and fries, but notes that long wait times may deter some customers.""}",4345.97,,zero_shot
"A gem on Camelback. A modern, trendy spot that was busy well into the night on a Friday. My visit was quick, but memorable. Brushetta was excellent. My Italian grinder was one of the best I've ever had anywhere, and the fries were just as good. Service was pretty good. The entire place was very clean and new looking. I already want to go back. 5 stars all the way.",5,5,"The reviewer had an exceptional experience with excellent food, clean atmosphere, and good service, leading to a strong desire to return.",True,"{""stars"": 5, ""explanation"": ""The reviewer had an exceptional experience with excellent food, clean atmosphere, and good service, leading to a strong desire to return.""}",2322.95,,zero_shot
Good luck finding the place on the first try as there is no signage showing where they are. The parking lot is not lit at night so it is extremely dark; would be nice if they had a take out parking space by the entrance. One night I came in to pick up a pizza and had a hard time pulling in as there were some guys at the lot entrance throwing a football around...they stared at me weird as I drove past them.\nPizzas and calzones are good. Thought the side Caesar salad (take out) was pricey at $4.\nFor takeout once in a while it's ok.,3,3,"The reviewer found the location inconvenient and had some issues with takeout, but the food quality was decent.",True,"{""stars"": 3, ""explanation"": ""The reviewer found the location inconvenient and had some issues with takeout, but the food quality was decent.""}",3363.45,,zero_shot
"The food was just OK. I had a pulled pork sandwich (it is a cold sandwich), and the bacon on it was cold and just tasted like grisly left overs.  It was bereft of seasoning, too. \nOur food came out fast however it was challenging getting the staff to provide a refill (it wasn't busy at the time).\nWith all the choices here in Las Vegas, I would not recommend!",2,1,"The reviewer was disappointed with the food quality, particularly the pulled pork sandwich, and had issues with service.",True,"{""stars"": 1, ""explanation"": ""The reviewer was disappointed with the food quality, particularly the pulled pork sandwich, and had issues with service.""}",2395.49,,zero_shot
"It's a pity so many people have had such bad experiences at B&B. We visited on 3/23 and had a fantastic experience! We were running late for our 8 p.m. reservation that evening and called ahead to let them know we would be 10-15 minutes late. We actually arrived closer to 25 minutes late but the hostess was very gracious and told us that it was not a problem. We were seated immediately and our waitress was right over to take our drink orders. Before perusing the menu, our waitress let us know that we could ask her any questions we had about any of the plates as their menu is not very descriptive. We ordered two appetizers, Burrata (and I can't remember the other one), the Burrata was outstanding! \n\nAfter that we chose our pasta dishes, I had the Gnocchi with lamb ragu. I have never had lamb before and this was a perfect introduction. Overall the food was very good, not the best I've ever had but delicious none the less.\n\nWhat really stood out to us was the service. Our waitress and the rest of the wait staff were super attentive and always available to fulfill any request. \n\nWill be returning on future trips!",4,5,"The reviewer had a fantastic experience with excellent service and delicious food, making it a standout dining experience.",True,"{""stars"": 5, ""explanation"": ""The reviewer had a fantastic experience with excellent service and delicious food, making it a standout dining experience.""}",4536.23,,zero_shot
"Red Rock Harley Davidson is the best motorcycle dealership I have ever visited.  If you want to buy a Harley-Davidson, new or used, see Jack V.  He is an outstanding, no pressure sales person.  If you need your motorcycle serviced, see Matt F.  He is knowledgeable and very informative.  \n\nIf I were in the market for another bike or when I need mine serviced, I will only go to Red Rock Harley Davidson.",5,5,"The reviewer had an exceptional experience with knowledgeable and friendly staff, making it their go-to dealership for future purchases and services.",True,"{""stars"": 5, ""explanation"": ""The reviewer had an exceptional experience with knowledgeable and friendly staff, making it their go-to dealership for future purchases and services.""}",3625.21,,zero_shot
I understand that they have a new manager.  Seems like an energetic individual.  The food was very good and was served quickly. I would give it a try.,5,4,"The reviewer enjoyed their experience, praising the food and service, but seems to be giving a neutral review due to a new manager.",True,"{""stars"": 4, ""explanation"": ""The reviewer enjoyed their experience, praising the food and service, but seems to be giving a neutral review due to a new manager.""}",1357.4,,zero_shot
"Best Thai food in central Phoenix, hands down.  \n\nIf you are looking for tasty, authentic Thai food that is prepared with fresh ingredients rather than an Americanized version of Thai food, Thai E San is the place you want to go.  We dine in and ordered take out regularly and we are always pleased.  The food is consistent and the flavors are very authentic.  The restaurant staff are pleasant and very attentive. The portions are a good size and their prices are reasonable, especially considering the excellent quality of their food.  \n\nAnd as a vegetarian I have to say that they know how to cook tofu and don't skimp on it in their dishes. And the variety of options here for vegetarians is very good. The tofu satay is a must.  Their vegetarian Pad Thai and Massaman Curry are 2 of our favorite dishes.  Everything we've tried has been delicious!",5,5,"The reviewer highly praises Thai E San for its authentic, fresh, and delicious Thai food, excellent service, and reasonable prices.",True,"{""stars"": 5, ""explanation"": ""The reviewer highly praises Thai E San for its authentic, fresh, and delicious Thai food, excellent service, and reasonable prices.""}",4326.58,,zero_shot
"Love everything about this place. The bartenders who make me feel special the food which is top notch. Prime beef cooked to temp and served on a sizzling plate drenched in butter ... O M G!  Heaven on earth. \n\nWhy 5 stars?  Because of the one time the food was not top notch.  Eating in the dining room with my wife and had ordered the large filet.  It was fine  but had one smallish portion of it that was a bit fatty/gristly.  I left that part on the plate but had had plenty of good medium-rare steak to be fully satisfied.  Our waiter came up and saw the small pile and asked if everything was  ok.  I just said there was this little bit that wasn't good but that it was no problem at all.  Next thing we know the Executive Chef is at the table profusely apologizing, saying that cut should not have gone out.  The steak is off the bill and we got two free desserts.  All without really having a complaint.  THAT is commitment to quality and customer loyalty.",5,5,"The reviewer praises the restaurant's exceptional service, food quality, and commitment to customer satisfaction, despite a minor issue with a single dish.",True,"{""stars"": 5, ""explanation"": ""The reviewer praises the restaurant's exceptional service, food quality, and commitment to customer satisfaction, despite a minor issue with a single dish.""}",3429.58,,zero_shot
"NEVER GO HERE.\nAs soon as we walked in, we were given a tray, at the bar. They were \""fresh out of the dishwasher\"". However, they were dripping wet, and when I reached out for mine, there was a sauce like substance that I got on my hand. \nWhen I tried to tell the waitress about it, she didn't believe me, informing me of how \""clean they were\"". I had to show her my dirty hand for her to wipe it off. She didn't even offer me a napkin.\nWhen our drinks came, my friend noticed big black floaties in her glass. The waitress blamed it on the tea filter.\nAnother waitress asked if things were going ok, and I said no, telling her about the dirty items.\nShe argued with me about it! What kind of staff argues with a customer! \nWE WALKED RIGHT OUT, AND YOU SHOULD TOO.\nIf I could give ZERO stars, I would. This place is filthy!",1,1,"The reviewer had a severely negative experience with dirty utensils, uncooperative staff, and poor service quality.",True,"{""stars"": 1, ""explanation"": ""The reviewer had a severely negative experience with dirty utensils, uncooperative staff, and poor service quality.""}",4405.33,,zero_shot
"I wish I read the other review before I decided to go in.  )=\n\nThey got me with their \""receive two services for free\"" flyer from the mail.  I paid $42 for a Brazilian wax, eyebrow wax and underarm wax (I got eyebrow and underarm wax for free) which I didn't think was a good deal at all granted the quality of service which is NO QUALITY.  I've paid more or less the same amount for all three services in the past before tip at regular price.\n\nI've been waxed all over the country (most of them in L.A.) and I have to say that European Wax Center gave me the worst waxing experience EVER.  Their employees were super nice, but you can tell that they've been overly trained and are literally speaking off scripts.  They also tried upselling me everything from overpriced products to purchase of membership and future services.  That just takes the personal experience away which is very bad because body waxing is already uncomfortable enough so the environment should be personal and warm.\n\nIt also bugs me that they didn't tell me exactly what \""European Wax\"" meant before getting me naked.  It's a no strip wax which only dries at certain room temperatures so it was chilly in there, and there was nothing they can about it like turning up the heat because the wax only dries in cold temperatures.  I asked for a blanket or towel and they couldn't even provide that.  Once the wax dries, it hardens and they pull that off.  The wax they're so proud of couldn't even handle taking off the fine hair so they had to go over every area at least twice.  That's not only painful, but also ineffective.\n\nI asked the aesthetician, Aja, how long she's been waxing and she said \""less than a year\"".  I didn't have to ask her that...  I CAN TELL SHE'S INEXPERIENCED.  Not only did she leave ingrown hair, she also left a bunch of hair behind.  I would've insisted on having it corrected so I can be completely bare (which is how wax hair removal should ALWAYS be), but she already went over every area at least twice so I was in pain.  She was careless, heavy-handed and paid no attention to detail.  Stray hairs were left behind everywhere and my eyebrows are now uneven.  There is no way I would recommend this establishment to anyone, nor will I ever be back.  I'd rather go natural!",1,1,"The reviewer had a terrible experience with poor service, overpriced services, and inexperienced staff at European Wax Center.",True,"{""stars"": 1, ""explanation"": ""The reviewer had a terrible experience with poor service, overpriced services, and inexperienced staff at European Wax Center.""}",7620.42,,zero_shot
Love Nurse Purtee. Hate that im always waiting over an hour past my appointment time even when im 20 minutes early. Also hate that I have to schedule immunizations over 6 weeks in advance.,2,2,"The reviewer has mixed feelings, appreciating the nurse but being frustrated with long wait times and inflexible scheduling.",True,"{""stars"": 2, ""explanation"": ""The reviewer has mixed feelings, appreciating the nurse but being frustrated with long wait times and inflexible scheduling.""}",1427.04,,zero_shot
"We started out really excited to go to this place, but left feeling sort of deflated about the customer service. \n\nThe decor looked great, background music was a nice indie blend and the place was clean.\n\nWhen I asked our waitress about the beer selection and that I primarily prefer belgian and wheat ales, she said she couldn't really help me because she only liked hoppy beers since she started working there. She didn't tell me about any of the guest ales on tap (there was an Orange Blossom) or to even help to explain about any of the house beers that would have a low IBU (International Bitterness Units). So I ordered the house root beer. Not bad.\n\nWe ordered a pizza for dinner and it was pretty good, but then we waited and waited for the waitress to come around and ask us if we wanted dessert (we did), but she brought us the check (on a slow night with about 12 people in the restaurant) and left before we could even ask her about the desserts. My husband had to go over to the dessert case to get the owner to order our dessert for us. And the tiramisu was really lacking.\n\nBottom line: For a brewery/restaurant that has been open for more than a few months, I expect better service and consistency than this. Get it together.\n\nParent Perspective: Two high chairs available (that I saw), two items for the kids' menu and no changing table in the bathroom.",2,2,"The reviewer was disappointed with the inconsistent and unhelpful customer service, but appreciated the atmosphere and some of the food.",True,"{""stars"": 2, ""explanation"": ""The reviewer was disappointed with the inconsistent and unhelpful customer service, but appreciated the atmosphere and some of the food.""}",5434.38,,zero_shot
"This place was incredible, and totally lived up to the hype. It is a distance from the center of things, but well worth the trip. Be careful with the heat of things--what is mild to you may not be so much in their kitchen!\n  The place was spotless, the staff super-friendly, and Chef Saipin even took a picture with us. \n  If you are feeling extra-adventurous, order from the back of the menu, for some of their Northern dishes.",5,5,"The reviewer highly praises the restaurant's quality, cleanliness, and staff, making it a worthwhile trip despite its distance from the city center.",True,"{""stars"": 5, ""explanation"": ""The reviewer highly praises the restaurant's quality, cleanliness, and staff, making it a worthwhile trip despite its distance from the city center.""}",2315.73,,zero_shot
"It was a decent buffet, some things were good and some were not so good. I was here for a sunday dinner and it was sort of worth the price but Monte Carlo in general was just so empty.  The casino floor was empty most of the time the buffet line was not that crowded even at night on a Sunday.  The Prime Rib was really good here and the Chinese station was not that bad. I tried the pizza even and it was ok (no harm done).  Mac  and cheese was pretty good.  I didn't see crab legs when I was there but maybe it was just not there that night. I say check it out only if you really want a variety from other places. THere are alot of other foods choices in Sin City.",3,3,"The reviewer found the buffet decent with some good options, but the overall experience was average and not worth a special trip.",True,"{""stars"": 3, ""explanation"": ""The reviewer found the buffet decent with some good options, but the overall experience was average and not worth a special trip.""}",3316.01,,zero_shot
"It was good, big portions, with tasty biscuits.",3,4,"The reviewer enjoyed their experience, mentioning good food quality and generous portions, but didn't express extreme enthusiasm.",True,"{""stars"": 4, ""explanation"": ""The reviewer enjoyed their experience, mentioning good food quality and generous portions, but didn't express extreme enthusiasm.""}",2370.43,,zero_shot
"I was so excited to revisit the old Agave.  I love the outside patio. Unfortunately, it was too hot for my taste.  We were seated by the door and it was still pretty warm inside.  I did enjoy the chips and salsa.  However, my sangria was sample sized.  We order the ceviche duo with shrimp and tuna.  There might have been one or two (very small) chopped shrimp and a few bits of tuna.  Since I was so warm, I ordered the chopped salad.  It was bland.  Won't be back again.",1,1,"The reviewer was disappointed with their experience, citing issues with temperature, food portion sizes, and flavor, leading to a decision not to return.",True,"{""stars"": 1, ""explanation"": ""The reviewer was disappointed with their experience, citing issues with temperature, food portion sizes, and flavor, leading to a decision not to return.""}",3338.82,,zero_shot
"The first time I had a meal at Cafe Andaluz, after it had just recently opened, I have to admit to being quite disappointed. I lived in Spain for a good wee while, so I do know a bit about how tapas are meant to taste, but it's not even that, even if you haven't set foot in Spain in your life before, it's pretty obvious what constitutes something tasty. The tapas were definitely a bit below par on this occasion, but I put that down to early teething problems, because when I decided to revisit Cafe Andaluz again recently to take advantage of a good lunch deal they had going, everything was so much better, and could definitely be described as tasty.\n\nThis is certainly a good option if you're looking to book somewhere for a group in the centre of town, and it's also great banter ordering lots of different dishes and trying out and sharing a variety of different tapas.",3,4,"The reviewer had a mixed experience, but ultimately enjoyed their second visit and recommends it for groups and trying various tapas.",True,"{""stars"": 4, ""explanation"": ""The reviewer had a mixed experience, but ultimately enjoyed their second visit and recommends it for groups and trying various tapas.""}",3849.79,,zero_shot
"I am a little more sympathetic to TK Maxx than Stephanie. It is indeed disorganised, it is a bit dingy, but maybe its because I too look like an extra from a gypsy wedding that I'm more at home here. \n\nIn truth I hate shopping, especially clothes shopping, especially ESPECIALLY shoe shopping, so TK Maxx is basically a  quick efficient way to find discount gear. I can't afford any top brands, or particularly good quality clothing, unless I come to somewhere like TK Maxx, which at the end of the day is an outlet store for clothes out of season. I disagree that the clothes look like a throwback to the 90s, they look like a throwback to any period, including the 50s and last week, as it's all pretty much a random assortment. The upside is that you can get lucky. The last time I was in TK Maxx I bought  a suit jacket that I would normally never have been able to afford. Twas a bargain.\n\nDon't get me wrong, I have no affection for TK Maxx. I see it as a useful service to be used then tossed aside like... well you know the line.",3,3,"The reviewer finds TK Maxx useful for finding discounted, affordable clothing, but acknowledges its disorganization and lack of personal affection.",True,"{""stars"": 3, ""explanation"": ""The reviewer finds TK Maxx useful for finding discounted, affordable clothing, but acknowledges its disorganization and lack of personal affection.""}",4802.75,,zero_shot
"(Torn over my feelings for Chill Out, I have decided to debate with myself, like I did in front of my child psychologist.)\n\n+ What I love about Central Phoenix is like, no matter what I'm in the mood for, there's always something close by that can satiate my craving. It's a good thing I don't crave fried chicken and mongolian hot pot too often, I guess. \n\n- Oh shut the fuck up. You weren't \""craving\"" anything until you heard someone at Tammie Coe say the word \""gelato\"". It just happened to be there.\n\n+ Still, you can't deny the awesomeness of a gelato place on the row. \n\n- Right, because no neighborhood is complete without a generic \""alternative to ice cream\"" shop. \n\n+ It is not generic. \n\n- Let's do a rundown, shall we? Painfully cliche \""pun on something cold-related\"" name...check. Tacky decor...check. Same assortment of predictable flavors...check.\n\n+ Okay, you seriously need to stfu. This isn't Baskin Robbins. You can't blame them for having a limited selection. It's gelato, a dessert that while delicious is simply not as popular or as easy to mass produce as ice cream. You can't fault them for not splurging on crazy flavors and toppings. You have to serve what you know will sell. Besides, they had a couple unique flavors. Like the bananas foster, you know, the flavor I, uh, we had that day.\n\n- Oh my god, after the third spoonful or so I thought there were cuts on my tongue. It was so sharp and tart, it stung. I couldn't even taste any cinnamon or brown sugar. \n\n+ I detected just a hint of rum flavor.\n\n- You're the last person I'd talk to about flavor. You, who swear up and down that the sweat behind your ears smells like pizza hut breadsticks.\n\n+ Okay now that was out of bounds. \n\n- And sorbet's nice and all, but would it kill anyone to have soy gelato on hand? I know it exists, I've seen it at Whole Foods. I mean, I'm not bashing Chill Out for not having soy, I just, you know, I'm just tired of sorbet.\n\n+ You have never eaten sorbet, ever.\n\n- I could eat sorbet.\n\n+ Your negative bullshit aside, I still think it was pretty good, especially at that price. I mean, as long as you're buying the gelato and not any of the coke products. Ugh. I'm so over drinks in plastic bottles. So not green.\n\n- And what would be better for the environment, Miss Earth Day?\n\n+ Just carry a reusable bottle or thermos and have them fill that up for you. Well, if they had a fountain and not a cabinet of overpriced high fructose corn---I'm starting to sound like you, aren't I?\n\n- Cthulu forbid.\n\n+ I think in time, if they try to expand their menu it could be a real \""cold spot\"". Get it? You know, instead of a hot spot.\n\n- Die in a fire, you vapid twat. \n\n+ Bite me, Lilith Fair.",3,3,"The reviewer found the gelato shop to be decent, but had several criticisms, including tacky decor and a limited selection of flavors.",True,"{""stars"": 3, ""explanation"": ""The reviewer found the gelato shop to be decent, but had several criticisms, including tacky decor and a limited selection of flavors.""}",8554.1,,zero_shot
"Went to @PitaJungle for @SMUNCHPhoenix. My first visit.\n\nIt's a beautiful space, open and airy, and well lit.\n\nI ordered the Basic Pita Omelette;\nthe whole dish was a bit dry, so I added some pico de gallo, which helped considerably\nthe mushrooms were huge! Need to slice those a bit smaller\nthe amount of egg relative to the other ingredients was a bit lacking, but only very slightly\nthe pita might be better if it were slightly toasted; it became quite soggy by the end of the meal\n\nAll that being said, I did enjoy my meal, and the price was very reasonable for the amount of food.\n\nI would return to Pita Jungle.",3,4,"The reviewer enjoyed their meal despite some minor issues with the dish, and appreciated the reasonable price.",True,"{""stars"": 4, ""explanation"": ""The reviewer enjoyed their meal despite some minor issues with the dish, and appreciated the reasonable price.""}",3358.87,,zero_shot
"Wow, I must say 5stars plus! This place is in gas station/car wash. Was waiting for car to be cleaned figure I grab some tacos while waiting. $2.50 each plus Jamaica hibiscus drink. Total $6.75. Cheap! And REALLY GOOD!! There's only one person working behind counter but he's does a kick ass job! So be patient. \nAnd here's the best part...the guy washed his hands after every time he use cash register and then put on gloves before he touched any food!! Health department should give this guy 2 AA's for that. I think I just found my new place to grab some good tacos!",5,5,"The reviewer was extremely satisfied with the food quality, service, and cleanliness, praising the staff's attention to hygiene.",True,"{""stars"": 5, ""explanation"": ""The reviewer was extremely satisfied with the food quality, service, and cleanliness, praising the staff's attention to hygiene.""}",3373.16,,zero_shot
Excellent tri-tip quesadilla and brisket.  Too-die-for sweet biscuits and honey butter.  Good chicken.  Steer clear of the sweet potato side dish and (what a waste of a) roasted artichoke.,3,4,"The reviewer enjoyed most of the dishes, but had a few disappointments, resulting in a generally positive but not perfect experience.",True,"{""stars"": 4, ""explanation"": ""The reviewer enjoyed most of the dishes, but had a few disappointments, resulting in a generally positive but not perfect experience.""}",2475.83,,zero_shot
let me get straight to the point: don't come here!\n\ni paid $38.00 for a mediocre meal...and that was just the lunch price!\n\nit's a typical buffet with a variety of food but the food wasn't amazing at all. the only items i really enjoyed was the prime rib and dessert bar....\n\nrefund please :(,2,1,"The reviewer was extremely dissatisfied with their experience, citing a mediocre meal and high price.",True,"{""stars"": 1, ""explanation"": ""The reviewer was extremely dissatisfied with their experience, citing a mediocre meal and high price.""}",2339.96,,zero_shot
"I love this place.\n\nOh, I should say more. There isn't enough \""alternative diet\"" selection in this city. Not yet, anyway. So hearing about this place shocked me. A vegetarian place... in Chinatown?! Weird concept. Usually meats, or meat products, are a second staple. So I go, and I am genuinely impressed. Here's what we ordered.\n\n- Mongolian Beef: really, this looks exactly like beef, and almost tastes and feels exactly like beef. Blows my mind a little. It was very fresh with crispy bright vegetables.\n\n- Crispy eggplant: how to best describe this... eggplant fries? Fantastic! Lightly battered and delicious.\n\n- Roti with curry: if you're a fan of this, you'll love it here, too. Fried up roti with a cup of smooth curry with potatoes. Love.\n\n- The \""happy roll\"" special: \""Sushi\"" but with their reasonably convincing fish, lightly fried in batter. Not bad.\n\n- Wonton soup: it is wonton soup. this was probably not their best item. It was fresh tasting, but not the best wonton soup you'll ever have. It was really vegetable soup in a vegetable broth with semi-underwhelming wontons.\n\nOne particular thing I loved was the service. It was not only quick and frequent, but friendly, and the chef/owner came out more than enough to check up on everyone for feedback and just to say hello. All of these factors are UNHEARD of in Chinatown. Take note, businesses.\n\nI genuinely loved my experience here and if this keeps up, I'll be back many times. I'm not a vegetarian but this sort of restaurant and ingenuity makes the lifestyle viable.\n\nOh yeah, there is wifi!",5,5,"The reviewer was thoroughly impressed with the restaurant's unique concept, food quality, and exceptional service, making it a standout in Chinatown.",True,"{""stars"": 5, ""explanation"": ""The reviewer was thoroughly impressed with the restaurant's unique concept, food quality, and exceptional service, making it a standout in Chinatown.""}",5478.35,,zero_shot
"There used to be a time when I would have given Two Hippies five stars, but their prices have gone up and quality has gone down (only slightly) since then.\n\nI am still enamored with their carne asada and cactus tacos, as well as with their ginormous tortas. For the minimal price and speedy service, it is a huge step up on the scale of \""Mexican Fast Food.\"" (I'm writing this review with the thoughts that Two Hippies can be judged alongside Taco Bell, Berto's and Del Taco as a more-or-less Americanized fast-food taco joint.)\n\nIf you understand portion sizing, the portions are perfect. A torta could easily be split between two people (at least, two young women who aren't voraciously hungry. Men, you could probably get your own and finish it.) Two tacos with your choice of main filling plus cabbage, beans and rice is enough to fill you up pretty well. \n\nYou can tell the ingredients are fresh and high quality. The cabbage is crunchy, the hot sauce has a nice kick, and the beans are seasoned perfectly.\n\nIf you're looking for a sweet treat to go with your tacos or torta, take a sip of the prickly pear lemonade that they offer, or buy one of their \""special brownies.\""",4,4,"The reviewer is still satisfied with the quality and value of Two Hippies, but notes a slight decline in quality and increased prices.",True,"{""stars"": 4, ""explanation"": ""The reviewer is still satisfied with the quality and value of Two Hippies, but notes a slight decline in quality and increased prices.""}",4341.67,,zero_shot
"My wife and i were wandering through Ceasars and came across Mesa \nGrill.  We waited approx 30 minutes but well worth the wait. Service was great and very attentive.  Had the margarita which was very good.  Had the scrimp appetizer and the 12 oz steak NY which was the best steak i think i have had in a long time. Love the twice baked potatoes which the waiter recommended.\n\nArdel our waiter was very friendly and made the visit very special.  This was our tenth anniversary and i can't think of a better place to dine and celebrate.  Kudos to Bobbie Flay on great staff, food and an overall very special experience,  I will definatley go back next time in vegas.",5,5,"The reviewer had an exceptional dining experience with great service, food, and atmosphere, making it a perfect spot for a special occasion.",True,"{""stars"": 5, ""explanation"": ""The reviewer had an exceptional dining experience with great service, food, and atmosphere, making it a perfect spot for a special occasion.""}",3345.42,,zero_shot
